Brand;Model;Car_Info;User_Desc;Price;Price_Eval;Kilometer;Gear_Type;YearMonth;Fuel_Type;Horsepower;Consumption;CO2_Emission;Marketplace
BMW;225;xe iPerformance Active Tourer Luxury Line;BMW Vertragshändler - MINI Servicepartner;€ 17.930;Sehr guter Preis;38.000 km;Automatik;02/2018;Benzin;100 kW (136 PS);nan;nan;Autoscout24.de
Kia;Carens;Dream Team/Mfl/Navi/Shz/Navi/7-Sitzer/;Navigationssystem, Beifahrerairbag, Sitzheizung, Tempomat, Elektr. Fensterheber, Alufelgen, Einparkhilfe Kamera, Dachreling;€ 11.990;Sehr guter Preis;77.383 km;Schaltgetriebe;04/2018;Benzin;99 kW (135 PS);6,5 l/100 km;150 g/km;Autoscout24.de
Ford;Transit Connect;Transit Conn 1.5d Trend 3SIT+KLIMA+PDC+AHK+8FACH;Klimaanlage, Schiebetür rechts, Beheizbare Frontscheibe, Start/Stop-Automatik, Alufelgen, Elektr. Fensterheber, Lordosenstütze, Anhängerkupplung;€ 8.850;nan;124.993 km;Schaltgetriebe;07/2017;Diesel;74 kW (101 PS);4,8 l/100 km;124 g/km;Autoscout24.de
Toyota;Corolla;Touring Sports Hybrid Team D -TAXI-;Sommerreifen, LED-Scheinwerfer, Alufelgen, Dachreling, Sitzheizung, Alarmanlage, Freisprecheinrichtung, USB; ;nan;nan;nan;nan;nan;nan;nan;nan;Autoscout24.de
MINI;Cooper;, 1. Hand, Navi, Panorama-Schiebedach! Klima;Schiebedach, Navigationssystem, Ambientebeleuchtung, 2-Zonen-Klimaautomatik, Panoramadach, Sitzheizung, USB, Einparkhilfe Sensoren hinten;€ 13.990;Sehr guter Preis;97.448 km;Automatik;02/2017;Benzin;100 kW (136 PS);nan;nan;Autoscout24.de
Citroen;Berlingo;BlueHDi 100 S&S  Multispace Shine;Klimaanlage, Isofix, Beifahrerairbag, Schiebetür links, Alufelgen, 2-Zonen-Klimaautomatik, Sitzheizung, Apple CarPlay;€ 8.950;Guter Preis;145.000 km;Schaltgetriebe;11/2017;Diesel;73 kW (99 PS);4,2 l/100 km;nan;Autoscout24.de
Ford;EcoSport;Titanium KLIMA*PDC*BT*sauberes Fahrzeug;Fahrerairbag, Traktionskontrolle, Getönte Scheiben, Berganfahrassistent, Zentralverriegelung, Bluetooth, Tempomat, Lordosenstütze;€ 7.990;Sehr guter Preis;101.295 km;Schaltgetriebe;10/2014;Diesel;66 kW (90 PS);4,6 l/100 km;120 g/km;Autoscout24.de
Citroen;Berlingo;BlueHDi 100 S&S  Multispace Shine;Klimaanlage, Isofix, Beifahrerairbag, Schiebetür links, Alufelgen, 2-Zonen-Klimaautomatik, Sitzheizung, Apple CarPlay;€ 8.950;Guter Preis;145.000 km;Schaltgetriebe;11/2017;Diesel;73 kW (99 PS);4,2 l/100 km;nan;Autoscout24.de
Volkswagen;Sharan;2.0D COMFORTL. 7-SITZER NAVI/SHZ/PDC/AHK;Alufelgen, Schiebetür rechts, Beifahrerairbag, Isofix, Navigationssystem, Anhängerkupplung, 3-Zonen-Klimaautomatik, Wegfahrsperre;€ 16.850;Guter Preis;119.500 km;Schaltgetriebe;06/2014;Diesel;103 kW (140 PS);5,5 l/100 km;143 g/km;Autoscout24.de
Audi;A6;40TDI LIMOUSINE SPORT PDC AHK ACC SPORTSITZE;Sportpaket, Apple CarPlay, LED-Scheinwerfer, Sportsitze, Anhängerkupplung, Schaltwippen, Sprachsteuerung, Sitzheizung;€ 26.990;Sehr guter Preis;120.000 km;Automatik;09/2019;Diesel;150 kW (204 PS);4,7 l/100 km;124 g/km;Autoscout24.de
BMW;318;d Sport Line Exclusive PANO+KAM+MEMO+AHK+LED+;Sportfahrwerk, Sportsitze, LED-Scheinwerfer, Volldigitales Kombiinstrument, Getönte Scheiben, Elektrische Sitze, Panoramadach, 3-Zonen-Klimaautomatik;€ 18.350;Sehr guter Preis;139.982 km;Schaltgetriebe;06/2019;Diesel;110 kW (150 PS);4,3 l/100 km;113 g/km;Autoscout24.de
Land Rover;Discovery Sport;HSE*Navi*AHK*360°Kamera*Stdhzg*;Finanzierung o. Anzahlung / Garantie 12 Monate;€ 15.980;Sehr guter Preis;124.900 km;Automatik;05/2016;Diesel;110 kW (150 PS);nan;0 g/km;Autoscout24.de
Mercedes-Benz;C 200;Coupé Edition 1 Aut. NAV+LED+SHZ+AHK+PANO+EU6;Schiebedach, Einparkhilfe selbstlenkendes System, Sommerreifen, Radio, Ambientebeleuchtung, LED-Scheinwerfer, Lichtsensor, 2-Zonen-Klimaautomatik;€ 25.749;Sehr guter Preis;28.450 km;Automatik;10/2016;Benzin;135 kW (184 PS);5,3 l/100 km;nan;Autoscout24.de
Opel;Insignia;OPC 4x4 2.8 V6;E10-geeignet, Klimaanlage, Tempomat, Schiebedach, Sportsitze, Panoramadach, Pannenkit, Fernlichtassistent;€ 17.999;Fairer Preis;92.950 km;Automatik;03/2014;Benzin;239 kW (325 PS);nan;nan;Autoscout24.de
Chrysler;Pacifica;Plug In Hybrid V6 3.6 Monitore Kopfst. Navi Leder;Pannenkit, 360° Kamera, Spurhalteassistent, W-Lan / Wifi Hotspot, Einparkhilfe selbstlenkendes System, Schiebetür rechts, Bluetooth, Elektrische Sitze; ;nan;nan;nan;nan;nan;nan;nan;nan;Autoscout24.de
Ford;S-Max;S-MAX Titanium Design/Business-Paket 7-Sitze;Bluetooth, Einparkhilfe Sensoren vorne, Elektrische Sitze, Apple CarPlay, Beheizbares Lenkrad, Beifahrerairbag, Abstandstempomat, Navigationssystem;€ 16.900;Sehr guter Preis;130.000 km;Automatik;08/2016;Diesel;132 kW (179 PS);5,2 l/100 km;134 g/km;Autoscout24.de
Skoda;Octavia;Combi Sport Edition/Xenon/SH/Navi;Alufelgen, Sportfahrwerk, Navigationssystem, Sommerreifen, Xenonscheinwerfer, Sitzheizung, Klimaanlage, Multifunktionslenkrad;€ 11.250;Sehr guter Preis;100.863 km;Automatik;06/2013;Benzin;118 kW (160 PS);6,6 l/100 km;155 g/km;Autoscout24.de
Volkswagen;Golf Sportsvan;Lounge BMT/ Anhängerkupl;Isofix, Alufelgen, Multifunktionslenkrad, Berganfahrassistent, Navigationssystem, 2-Zonen-Klimaautomatik, Sportsitze, Sitzheizung;€ 8.400;Sehr guter Preis;158.617 km;Schaltgetriebe;04/2015;Benzin;81 kW (110 PS);3,9 l/100 km;101 g/km;Autoscout24.de
Ford;F 150;XLT Sport DoKA Nur an Gewerbe+Pano+Standhz;Elektrische Sitze, Traktionskontrolle, Beifahrerairbag, Sitzheizung, Sportpaket, Navigationssystem, Apple CarPlay, Schiebedach;€ 31.490;Sehr guter Preis;108.000 km;Automatik;03/2016;Benzin;272 kW (370 PS);nan;nan;Autoscout24.de
Mercedes-Benz;Sprinter;213 CDI Behindertengerecht Selbstfahrer;Behindertengerecht, Schiebetür rechts, Isofix, Standheizung, Getönte Scheiben, Klimaanlage, 2-Zonen-Klimaautomatik, Reserverad;€ 23.950;nan;168.000 km;Automatik;09/2015;Diesel;95 kW (129 PS);7,1 l/100 km;187 g/km;Autoscout24.de
Audi;Q5;2.0d Quatt Design MATRIX+VIRTU+NAV+KAM+ACC+SH;Volldigitales Kombiinstrument, 3-Zonen-Klimaautomatik, Elektrische Heckklappe, Sportpaket, Apple CarPlay, Navigationssystem, LED-Scheinwerfer, Allrad;€ 20.450;nan;161.231 km;Automatik;09/2017;Diesel;120 kW (163 PS);5,0 l/100 km;129 g/km;Autoscout24.de
BMW;420;d XDrive Sportline Leder Automatik BiXenon;Sportfahrwerk, Sportpaket, Sportsitze, Schiebedach, Einparkhilfe Kamera, Navigationssystem, teilb. Rücksitzbank, Allrad;€ 19.499;Sehr guter Preis;122.000 km;Automatik;12/2015;Diesel;140 kW (190 PS);nan;nan;Autoscout24.de
Toyota;Yaris;1.5 Hybrid Club Automatik | Panorama | CAM;Panoramadach, Freisprecheinrichtung, Klimaanlage, Radio, Bluetooth, Touchscreen, Wegfahrsperre, Multifunktionslenkrad; ;nan;nan;Automatik;nan;nan;nan;nan;nan;Autoscout24.de
Jeep;Wrangler;"Unlimited Sahara ""1. Hand + UConnect""";Tempomat, Beifahrerairbag, Freisprecheinrichtung, Allrad, Alufelgen, Touchscreen, Soundsystem, Notbremsassistent;€ 27.500;Fairer Preis;131.200 km;Automatik;07/2014;Diesel;147 kW (200 PS);8,3 l/100 km;230 g/km;Autoscout24.de
Mercedes-Benz;E 350;E 350 e Plug in Hybrid, Luft, LED, DAB, Navi;Elektrische Sitze, Alarmanlage, Ambientebeleuchtung, teilb. Rücksitzbank, Einparkhilfe Kamera, Fahrerairbag, 2-Zonen-Klimaautomatik, Sitzheizung; ;nan;nan;nan;nan;nan;nan;nan;nan;Autoscout24.de
Mercedes-Benz;E 350;E 350 e Plug in Hybrid, Luft, LED, DAB, Navi;Elektrische Sitze, Alarmanlage, Ambientebeleuchtung, teilb. Rücksitzbank, Einparkhilfe Kamera, Fahrerairbag, 2-Zonen-Klimaautomatik, Sitzheizung; ;nan;nan;nan;nan;nan;nan;nan;nan;Autoscout24.de
Volvo;XC90;Diesel D5 AWD Geartronic Inscription;W-Lan / Wifi Hotspot, Elektrische Sitze, Ambientebeleuchtung, Voll-LED Scheinwerfer, Sitzheizung, Dachreling, Isofix, Regensensor;€ 28.990;Sehr guter Preis;158.800 km;Automatik;07/2018;Diesel;173 kW (235 PS);nan;nan;Autoscout24.de
Opel;Grandland X;Edition Klima*EU6*Temp*Szhz*TÜV NEU*;Elektr. Fensterheber, Sitzheizung, Apple CarPlay, Armlehne, 2-Zonen-Klimaautomatik, Spurhalteassistent, Alufelgen, Getönte Scheiben;€ 11.790;Guter Preis;169.997 km;Schaltgetriebe;01/2018;Diesel;88 kW (120 PS);4,3 l/100 km;111 g/km;Autoscout24.de
Volkswagen;T-Roc;Style*LED*NAVI*DSG*ACC*SITZHZG*110KW*;Sportfahrwerk, Einparkhilfe Kamera, Navigationssystem, Sitzheizung, Einparkhilfe Sensoren vorne, LED-Scheinwerfer, Abstandstempomat, Volldigitales Kombiinstrument;€ 19.750;Sehr guter Preis;54.871 km;Automatik;05/2018;Benzin;110 kW (150 PS);5,4 l/100 km;123 g/km;Autoscout24.de
Opel;Astra;K Lim. 1.6D EDITION NAVI/LED/TEMP./SPORT;Apple CarPlay, Seitenairbag, Armlehne, Android Auto, Regensensor, Einparkhilfe Sensoren hinten, Zentralverriegelung, LED-Tagfahrlicht;€ 8.450;Sehr guter Preis;117.950 km;Schaltgetriebe;05/2019;Diesel;81 kW (110 PS);3,6 l/100 km;95 g/km;Autoscout24.de
Skoda;Yeti;Elegance Outdoor 1.4TSI 90kW KLIMA SHZ;Seitenairbag, Sitzheizung, Tempomat, 2-Zonen-Klimaautomatik, Einparkhilfe Sensoren hinten, Alufelgen, Pannenkit, Dachreling;€ 12.890;Guter Preis;64.030 km;Schaltgetriebe;09/2014;Benzin;90 kW (122 PS);6,4 l/100 km;148 g/km;Autoscout24.de
Mercedes-Benz;S 350;Lang Memory+Pano+ACC+Navi;Sitzheizung, Totwinkel-Assistent, LED-Tagfahrlicht, Navigationssystem, Fernlichtassistent, Abstandstempomat, Einparkhilfe Kamera, Soundsystem;€ 27.950;Sehr guter Preis;92.000 km;Automatik;02/2013;Diesel;190 kW (258 PS);nan;nan;Autoscout24.de
Ford;Focus;ST 2.3 EcoBoost *RECARO*PANO* ACC*LED*KAMERA*SHZ;Sportfahrwerk, Lichtsensor, Lederlenkrad, Abstandstempomat, Seitenairbag, Schiebedach, W-Lan / Wifi Hotspot, Soundsystem;€ 17.990;Sehr guter Preis;160.804 km;Automatik;06/2020;Benzin;206 kW (280 PS);nan;nan;Autoscout24.de
BMW;116;ADVANTAGE KLIMA+NAV+ALLWETTER+EINPARKHILF+TÜ;TempomatLederlenkradSitzheizungRegWartung;€ 11.970;Fairer Preis;105.900 km;Schaltgetriebe;10/2016;Benzin;80 kW (109 PS);5,4 l/100 km;127 g/km;Autoscout24.de
Ford;Fiesta;Titanium-1HAND-EUR6-5Tür-ALU-SH-LED-MFL;Sitzheizung, Notrad, Klimaautomatik, Alufelgen, Sommerreifen, Navigationssystem, Nebelscheinwerfer, E10-geeignet;€ 8.800;Guter Preis;94.562 km;Schaltgetriebe;01/2017;Benzin;74 kW (101 PS);4,3 l/100 km;99 g/km;Autoscout24.de
Citroen;Spacetourer;Spacetourer Feel XL;Schiebetür links, Einparkhilfe Kamera, 360° Kamera, Beifahrerairbag, Radio, Head-up display, Navigationssystem, Kurvenlicht;€ 22.500;nan;136.000 km;Automatik;11/2018;Diesel;130 kW (177 PS);6,2 l/100 km;163 g/km;Autoscout24.de
Audi;A1;design 1.4 TFSI *XEN*NAV*8-fach*;Sitzheizung, Fahrerairbag, Sportsitze, Scheinwerferreinigung, Navigationssystem, Freisprecheinrichtung, Schlüssellose Zentralverriegelung, Seitenairbag;€ 12.390;Guter Preis;132.200 km;Schaltgetriebe;09/2017;Benzin;92 kW (125 PS);nan;nan;Autoscout24.de
BMW;420;"420i Gran Coupé Aut. Sport Line NAV+KAM+LED+M18""";Sportfahrwerk, Tempomat, Einparkhilfe Kamera, Sportsitze, Ambientebeleuchtung, Sitzheizung, LED-Scheinwerfer, Navigationssystem;€ 18.550;nan;133.108 km;Automatik;07/2019;Benzin;135 kW (184 PS);5,9 l/100 km;138 g/km;Autoscout24.de
Hyundai;iX35;Comfort 2WD AHK*SHZ*PDC*Klima;Sitzheizung, Anhängerkupplung, Beifahrerairbag, Multifunktionslenkrad, 2-Zonen-Klimaautomatik, Klimaanlage, Getönte Scheiben, Bordcomputer;€ 9.460;Guter Preis;124.700 km;Schaltgetriebe;12/2013;Benzin;100 kW (136 PS);5,8 l/100 km;154 g/km;Autoscout24.de
Mercedes-Benz;A 180;"LIMO AMG Line WIDESC+LEDER+NAV+AHK+DAB+18""";Sportsitze, Sportfahrwerk, Volldigitales Kombiinstrument, Ambientebeleuchtung, Sportpaket, Getönte Scheiben, Sitzheizung, Notrufsystem;€ 17.550;Sehr guter Preis;149.443 km;Schaltgetriebe;02/2021;Benzin;100 kW (136 PS);5,2 l/100 km;120 g/km;Autoscout24.de
Opel;Insignia;A ST 2.0D INNOV. NAVI/LED/KAMERA/SHZ;Einparkhilfe Kamera, Getönte Scheiben, Android Auto, Sprachsteuerung, Einparkhilfe Sensoren vorne, Multifunktionslenkrad, Sommerreifen, Sitzheizung;€ 6.700;nan;140.990 km;Automatik;05/2016;Diesel;125 kW (170 PS);5,5 l/100 km;145 g/km;Autoscout24.de
Fiat;Fullback;2.4 Double Cab 4x4 LX Plus *Navi AHK*;Elektrische Sitze, Alufelgen, Freisprecheinrichtung, Allrad, Beifahrerairbag, Elektr. Fensterheber, MP3, Musikstreaming integriert;€ 11.990;Sehr guter Preis;252.454 km;Automatik;08/2019;Diesel;133 kW (181 PS);nan;nan;Autoscout24.de
Hyundai;KONA;Kona Trend 2WD*NAVI*SPUR*KAMERA*;Alufelgen, Einparkhilfe Kamera, Freisprecheinrichtung, Elektr. Fensterheber, Sitzheizung, Spurhalteassistent, Lichtsensor, Navigationssystem;€ 10.900;Sehr guter Preis;136.000 km;Schaltgetriebe;08/2019;Benzin;88 kW (120 PS);5,7 l/100 km;129 g/km;Autoscout24.de
Audi;A4;Avant 35TDI S-tronic LED~Pano~Navi3D~AHK~PDC;LED-Scheinwerfer, Armlehne, Alufelgen, Elektrische Heckklappe, Start/Stop-Automatik, Sitzheizung, Schiebedach, Bordcomputer;€ 16.850;Guter Preis;176.414 km;Automatik;12/2019;Diesel;120 kW (163 PS);4,1 l/100 km;108 g/km;Autoscout24.de
Opel;Cascada;1,4 Turbo Innovation ecoFlex Sitz/Lenkr.;Bi-Xenon Scheinwerfer, ESP, LED-Tagfahrlicht, Alufelgen, Sitzheizung, Tempomat, Traktionskontrolle, Einparkhilfe Sensoren vorne;€ 13.490;Fairer Preis;63.000 km;Schaltgetriebe;12/2014;Benzin;103 kW (140 PS);6,3 l/100 km;148 g/km;Autoscout24.de
BMW;330;Touring 330i Sport Line 185 kW (252 PS), Autom....;Start/Stop-Automatik, Lederlenkrad, Alufelgen, Sportsitze, Freisprecheinrichtung, Ambientebeleuchtung, Panoramadach, Sportpaket;€ 12.585;Guter Preis;344.300 km;Automatik;03/2018;Benzin;185 kW (252 PS);nan;nan;Autoscout24.de
Opel;Meriva;B 1.4 Turbo STYLE Klima Sitzheizung PDC;Über 400 Dacia Neuwagen im Bestand/3 Jahre Garantie;€ 5.490;Guter Preis;148.000 km;Schaltgetriebe;09/2014;Benzin;88 kW (120 PS);5,9 l/100 km;nan;Autoscout24.de
Renault;Kadjar;Life TCE 130 *Klima*PDC*Garantie*wenig Kilometer;2-Zonen-Klimaautomatik, Regensensor, Soundsystem, Pannenkit, Reifendruckkontrollsystem, Beifahrerairbag, Wegfahrsperre, Klimaanlage;€ 11.800;Sehr guter Preis;67.550 km;Schaltgetriebe;03/2016;Benzin;96 kW (131 PS);5,9 l/100 km;126 g/km;Autoscout24.de
Peugeot;208;Active*Sitzheizung*Lichtsensor*Klima*;Sitzheizung, Einparkhilfe Sensoren hinten, E10-geeignet, Lederlenkrad, Touchscreen, Zentralverriegelung, Pannenkit, Elektr. Fensterheber;€ 9.765;Sehr guter Preis;39.232 km;Schaltgetriebe;01/2019;Benzin;60 kW (82 PS);5,8 l/100 km;130 g/km;Autoscout24.de
Volkswagen;Tiguan;Comfortline BMT/Start-Stopp;Anhängerkupplung, Einparkhilfe Sensoren vorne, Sitzheizung, Wegfahrsperre, Kurvenlicht, Dachreling, Multifunktionslenkrad, Spurhalteassistent;€ 18.443;Guter Preis;89.553 km;Schaltgetriebe;03/2017;Diesel;110 kW (150 PS);4,8 l/100 km;125 g/km;Autoscout24.de
Ford;Fiesta;1.0 EcoBoost SHZ Klima Radio Freisprech;USB, Getönte Scheiben, Sitzheizung, Bluetooth, Alufelgen, Multifunktionslenkrad, Elektr. Fensterheber, Nebelscheinwerfer;€ 4.995;Fairer Preis;151.000 km;Schaltgetriebe;12/2013;Benzin;74 kW (101 PS);nan;nan;Autoscout24.de
Opel;Zafira;C Tourer *2.HAND-KLIMA-TEMPOMAT*;Beifahrerairbag, Alufelgen, Apple CarPlay, Armlehne, Tempomat, Android Auto, Klimaanlage, Navigationssystem;€ 7.490;Guter Preis;149.827 km;Schaltgetriebe;10/2015;Diesel;88 kW (120 PS);4,5 l/100 km;119 g/km;Autoscout24.de
Tesla;Model S;"70 Facelift*21 ""*Distronic*Pano*";LED-Scheinwerfer, Panoramadach, Einparkhilfe Sensoren vorne, Spurhalteassistent, Sitzheizung, Lichtsensor, Abstandstempomat, Bluetooth; ;nan;nan;nan;nan;nan;nan;nan;nan;Autoscout24.de
Kia;Picanto;Edition 7 1.0 Tel.-Vorb. Klima BT Tel DAB;Elektrische Seitenspiegel, Klimaanlage, Pannenkit, Zentralverriegelung, Elektr. Fensterheber, Multifunktionslenkrad, Beifahrerairbag, Traktionskontrolle;€ 8.950;Guter Preis;70.000 km;Schaltgetriebe;09/2021;Benzin;49 kW (67 PS);nan;121 g/km;Autoscout24.de
Tesla;Model Y;Long Range AWD *20-Zoll*AHK*Matrix-LED*;Europe biggest used Tesla dealer; ;nan;nan;nan;nan;nan;nan;nan;nan;Autoscout24.de
Opel;Astra;K Sports Tourer Elegance LED-Sitz&Lenkradh;Dachreling, Touchscreen, Spurhalteassistent, Sommerreifen, Pannenkit, LED-Scheinwerfer, Apple CarPlay, Nebelscheinwerfer;€ 9.990;Sehr guter Preis;124.976 km;Schaltgetriebe;02/2020;Benzin;96 kW (131 PS);4,5 l/100 km;102 g/km;Autoscout24.de
Renault;Clio;IV 1.2 16V 75 Limited;Isofix, Alufelgen, LED-Scheinwerfer, Geschwindigkeits-begrenzungsanlage, Navigationssystem, Touchscreen, MP3, Einparkhilfe Sensoren hinten;€ 8.930;Fairer Preis;64.786 km;Schaltgetriebe;05/2017;Benzin;54 kW (73 PS);nan;nan;Autoscout24.de
Peugeot;2008;Active Pack1.2T NAVI/LED/PDC/TEMPOMAT/ALU;Navigationssystem, LED-Scheinwerfer, Klimaautomatik, Alufelgen, Fernlichtassistent, Regensensor, Spurhalteassistent, Beifahrerairbag;€ 15.390;Sehr guter Preis;22.990 km;Schaltgetriebe;11/2020;Benzin;96 kW (131 PS);4,5 l/100 km;103 g/km;Autoscout24.de
Volkswagen;Touran;Cross 1.6TDI*Aut.*BiXenon*Temp*Pdc*Ahk*;Tagfahrlicht, Radio, Standheizung, Bi-Xenon Scheinwerfer, Einparkhilfe Kamera, Alufelgen, Touchscreen, LED-Tagfahrlicht;€ 8.490;Sehr guter Preis;199.989 km;Automatik;11/2013;Diesel;77 kW (105 PS);5,4 l/100 km;143 g/km;Autoscout24.de
Peugeot;2008;Active Pack1.2T NAVI/LED/PDC/TEMPOMAT/ALU;Navigationssystem, LED-Scheinwerfer, Klimaautomatik, Alufelgen, Fernlichtassistent, Regensensor, Spurhalteassistent, Beifahrerairbag;€ 15.390;Sehr guter Preis;22.990 km;Schaltgetriebe;11/2020;Benzin;96 kW (131 PS);4,5 l/100 km;103 g/km;Autoscout24.de
Opel;Zafira;C Active 7Sitze Navi AHK PDC Sitz+LR hzg;Isofix, Navigationssystem, Anhängerkupplung, Alufelgen, Sitzheizung, Einparkhilfe Sensoren vorne, Beifahrerairbag, 2-Zonen-Klimaautomatik;€ 12.490;Sehr guter Preis;95.000 km;Schaltgetriebe;05/2017;Benzin;103 kW (140 PS);6,4 l/100 km;148 g/km;Autoscout24.de
Fiat;500;Lounge 1.2 8V Insp. Neu;Alufelgen, Einparkhilfe Sensoren hinten, Touchscreen, Nebelscheinwerfer, Klimaanlage, Seitenairbag, Panoramadach, Navigationssystem;€ 7.895;Guter Preis;95.094 km;Schaltgetriebe;05/2016;Benzin;51 kW (69 PS);nan;nan;Autoscout24.de
Opel;Movano;B Kombi L2H2 2.3CDTI*9-Sitz*Klima*Tem*Eu6;Isofix, Schiebetür rechts, Bluetooth, Freisprecheinrichtung, Klimaanlage, Start/Stop-Automatik, Sitzheizung, Radio;€ 8.990;Guter Preis;328.910 km;Schaltgetriebe;12/2015;Diesel;107 kW (145 PS);0,0 l/100 km;0 g/km;Autoscout24.de
Ford;Focus;Turnier Business Klima+PDC+Navi+Allwetter;Klimaanlage, Touchscreen, Beheizbare Frontscheibe, Pannenkit, Wegfahrsperre, USB, E10-geeignet, Bluetooth;€ 8.880;Fairer Preis;89.786 km;Schaltgetriebe;02/2014;Benzin;92 kW (125 PS);5,1 l/100 km;121 g/km;Autoscout24.de
Volvo;V90;"T5 Inscription Leder Navi LED Kamera AHK 19""";Sportfahrwerk, Regensensor, Sitzheizung, Sportsitze, Bordcomputer, Einparkhilfe Kamera, Berganfahrassistent, Elektrische Heckklappe;€ 20.740;Sehr guter Preis;155.000 km;Automatik;08/2019;Benzin;184 kW (250 PS);6,8 l/100 km;157 g/km;Autoscout24.de
Volkswagen;Sharan;Highline BMT DSG 7-Sitzer Pano AHK Navi;Auto kauft man mit Vertrauen u Garantie;€ 22.440;Fairer Preis;149.941 km;Automatik;07/2017;Diesel;135 kW (184 PS);nan;nan;Autoscout24.de
Kia;Ceed SW / cee'd SW;cee´d Sportswagon 1.6 Platinum Edition AHK, Panor,;Unser Angebot der Woche;€ 9.900;Guter Preis;104.000 km;Schaltgetriebe;11/2014;Benzin;99 kW (135 PS);nan;nan;Autoscout24.de
Opel;Astra;Sports Tourer 1.4 Turbo Dynamic*IntelliLux;Finanzierung o. Anzahlung / Garantie 12 Monate;€ 9.980;nan;99.986 km;Schaltgetriebe;06/2017;Benzin;110 kW (150 PS);nan;0 g/km;Autoscout24.de
Audi;A4;Avant 2.0 TDI S line *PANO*AHK*NAVI;Sportsitze, Panoramadach, Sportfahrwerk, Standheizung, Lordosenstütze, Navigationssystem, Multifunktionslenkrad, Sitzheizung;€ 14.500;Fairer Preis;182.000 km;Schaltgetriebe;07/2015;Diesel;140 kW (190 PS);4,7 l/100 km;125 g/km;Autoscout24.de
Skoda;Octavia;Combi 2.0 TSI RS Navi Xenon Leder LM19´;Sportsitze, Sportfahrwerk, E10-geeignet, Multifunktionslenkrad, Navigationssystem, Scheinwerferreinigung, Sitzheizung, Klimaanlage;€ 18.900;Fairer Preis;87.155 km;Schaltgetriebe;09/2016;Benzin;162 kW (220 PS);nan;nan;Autoscout24.de
BMW;M3;Lim. Competition, LED, H&K, Kein USA Import;Sportfahrwerk, Sportsitze, Head-up display, Sportpaket, Schaltwippen, Spoiler, LED-Scheinwerfer, W-Lan / Wifi Hotspot;€ 48.890;Fairer Preis;141.000 km;Automatik;03/2017;Benzin;331 kW (450 PS);8,3 l/100 km;194 g/km;Autoscout24.de
Nissan;Qashqai;1.2 DIG-T N-Connecta 4x2 Klima Navi;Dachreling, 2-Zonen-Klimaautomatik, Einparkhilfe Sensoren vorne, Panoramadach, Sitzheizung, E10-geeignet, Spurhalteassistent, Alufelgen;€ 13.190;Sehr guter Preis;72.449 km;Schaltgetriebe;11/2017;Benzin;85 kW (116 PS);nan;nan;Autoscout24.de
Ford;Tourneo Custom;300 L2 Tourneo Trend 2.2 TDCi KAT;Beifahrerairbag, teilb. Rücksitzbank, Kurvenlicht, Getönte Scheiben, Alufelgen, Tempomat, Fahrerairbag, Tagfahrlicht;€ 13.999;Erhöhter Preis;209.500 km;Schaltgetriebe;06/2014;Diesel;92 kW (125 PS);nan;nan;Autoscout24.de
Ford;Transit;Kasten 310 L2H2 Trend Mixto 6 SItzer;Beifahrerairbag, Start/Stop-Automatik, Einparkhilfe Sensoren vorne, Tempomat, Traktionskontrolle, Schiebetür rechts, Klimaanlage, Radio;€ 15.990;Sehr guter Preis;147.000 km;Schaltgetriebe;02/2017;Diesel;96 kW (131 PS);nan;nan;Autoscout24.de
Honda;Civic;1.8 i-VTEC Elegance;Standheizung, Einparkhilfe Kamera, Regensensor, 2-Zonen-Klimaautomatik, Tempomat, Lederlenkrad, Armlehne, Sommerreifen;€ 12.490;Fairer Preis;90.700 km;Schaltgetriebe;08/2015;Benzin;104 kW (141 PS);6,1 l/100 km;nan;Autoscout24.de
Mercedes-Benz;Sprinter;316 CDI Maxi Hoch+Lang*Garantie*Euro6;12-64 Monate Garantie / Tüv & Inspektion= NEU !;€ 16.990;nan;189.000 km;Schaltgetriebe;11/2016;Diesel;120 kW (163 PS);7,9 l/100 km;209 g/km;Autoscout24.de
Ford;Fiesta;Sport;Isofix, Sportfahrwerk, Freisprecheinrichtung, Beheizbare Frontscheibe, Getönte Scheiben, Fahrerairbag, Sitzheizung, Sportpaket;€ 5.999;Sehr guter Preis;142.500 km;Schaltgetriebe;03/2016;Benzin;92 kW (125 PS);4,3 l/100 km;99 g/km;Autoscout24.de
BMW;X5;sDrive 25d 360° PANO|NAVI|INDIVIDUAL|4-ZONEN;Seit 1963 Ihr KFZ-Meisterbetrieb in Mainz Bretzenheim;€ 27.990;Sehr guter Preis;124.000 km;Automatik;06/2017;Diesel;170 kW (231 PS);5,3 l/100 km;140 g/km;Autoscout24.de
Mercedes-Benz;V 250;V V 250d SCORE 4MATIC KOMPAKT SPORT AHK KAMERA;Auto kauft man mit Vertrauen u Garantie;€ 34.440;Sehr guter Preis;143.781 km;Automatik;08/2016;Diesel;140 kW (190 PS);nan;nan;Autoscout24.de
Mercedes-Benz;GL 63 AMG;4Matic COMAND-Navi SoftClose Keyless M;Beifahrerairbag, Fahrerairbag, Navigationssystem, Sportpaket, Einparkhilfe Kamera, Innenspiegel automatisch abblendend, Abstandstempomat, Start/Stop-Automatik;€ 35.990;Guter Preis;133.900 km;Automatik;07/2014;Benzin;410 kW (557 PS);12,3 l/100 km;nan;Autoscout24.de
