Brand,Model,Kilometers,BuildYear,Transmission,Fuel,Power,l/Km,Emission,CurrentPrice
Skoda,Octavia,45.756 km,10/2021,Automatik,Diesel,110 kW (150 PS),6l/100km,121g CO2/km (WLTP,29.789
Ssangyong,Tivoli,65.844 km,04/2021,Manuell,Benzin,120 kW (163 PS),8l/100km,185g CO2/km (komb)*,14.948
Renault,Captur,30.185 km,04/2021,Manuell,Benzin,103 kW (140 PS),0l/100km,148g CO2/km (WLTP,20.048
Opel,Crossland X,25.135 km,05/2021,Manuell,Benzin,81 kW (110 PS),3l/100km,141g CO2/km (WLTP,19.089
Renault,Captur,20.226 km,03/2021,Automatik,Benzin,103 kW (140 PS),8l/100km,185g CO2/km (komb)*,23.348
Jaguar,F-Pace,51.005 km,03/2021,Automatik,Hybrid (Elektro / Benzin),297 kW (404 PS),4l/100km,32g CO2/km (komb)*,47.548
Renault,Kangoo,32.725 km,07/2021,Manuell,Benzin,96 kW (131 PS),0l/100km,144g CO2/km (WLTP,24.348
Ford,Mondeo,32.677 km,11/2021,Automatik,Hybrid (Elektro / Benzin),138 kW (190 PS),1l/100km,94g CO2/km (komb)*,28.549
Volkswagen,T-Roc,36.795 km,09/2021,Automatik,Diesel,110 kW (150 PS),1l/100km,134g CO2/km (WLTP,28.789
Seat,Leon,53.177 km,08/2021,Automatik,Diesel,110 kW (150 PS),5l/100km,118g CO2/km (WLTP,24.689
Volkswagen,T-Roc,36.795 km,09/2021,Automatik,Diesel,110 kW (150 PS),1l/100km,134g CO2/km (WLTP,30.089
Dacia,Sandero,30.407 km,12/2021,Manuell,Autogas,67 kW (91 PS),,96g CO2/km (komb)*,15.448
Volkswagen,Passat Variant,89.564 km,11/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,24.989
Seat,Leon,19.987 km,05/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,123g CO2/km (WLTP,26.689
Skoda,Superb,23.826 km,03/2021,Automatik,Benzin,160 kW (220 PS),8l/100km,145g CO2/km (komb)*,34.989
Renault,ZOE,15.090 km,08/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (WLTP,16.948
Opel,Crossland X,30.040 km,08/2021,Manuell,Benzin,96 kW (131 PS),6l/100km,137g CO2/km (WLTP,19.289
Hyundai,Kona,18.700 km,11/2021,Manuell,Benzin,88 kW (120 PS),8l/100km,185g CO2/km (komb)*,21.089
Renault,Clio,30.190 km,05/2021,Manuell,Benzin,67 kW (91 PS),8l/100km,185g CO2/km (komb)*,16.548
Renault,Captur,22.890 km,06/2021,Manuell,Benzin,103 kW (140 PS),0l/100km,148g CO2/km (WLTP,21.748
Jaguar,F-Pace,56.488 km,07/2021,Automatik,Hybrid (Elektro / Benzin),297 kW (301 PS),4l/100km,32g CO2/km (komb)*,48.148
Hyundai,i30,58.790 km,08/2021,Automatik,Benzin,117 kW (159 PS),0l/100km,142g CO2/km (WLTP,23.248
Ford,Kuga,42.720 km,07/2021,Manuell,Benzin,110 kW (150 PS),7l/100km,160g CO2/km (WLTP,28.189
Renault,ZOE,31.771 km,11/2021,Automatik,Elektro,80 kW (109 PS),,0g CO2/km (WLTP,14.648
Skoda,Karoq,12.389 km,06/2021,Manuell,Benzin,110 kW (150 PS),5l/100km,147g CO2/km (WLTP,31.089
Seat,Ateca,29.322 km,05/2021,Automatik,Diesel,110 kW (150 PS),4l/100km,168g CO2/km (WLTP,34.989
Audi,Q2,27.405 km,12/2021,Automatik,Benzin,110 kW (150 PS),3l/100km,144g CO2/km (WLTP,27.689
Skoda,Karoq,47.320 km,09/2021,Automatik,Diesel,110 kW (150 PS),9l/100km,155g CO2/km (WLTP,33.989
Seat,Ateca,29.322 km,05/2021,Automatik,Diesel,110 kW (150 PS),4l/100km,168g CO2/km (WLTP,36.289
Seat,Ateca,46.921 km,07/2021,Automatik,Diesel,110 kW (150 PS),2l/100km,137g CO2/km (WLTP,28.789
Seat,Ateca,46.921 km,07/2021,Automatik,Diesel,110 kW (150 PS),2l/100km,137g CO2/km (WLTP,30.089
Skoda,Karoq,33.525 km,05/2021,Manuell,Benzin,110 kW (150 PS),5l/100km,147g CO2/km (WLTP,27.989
Seat,Ibiza,22.886 km,07/2021,Manuell,Benzin,70 kW (95 PS),8l/100km,106g CO2/km (komb)*,17.689
Seat,Ibiza,46.628 km,04/2021,Manuell,Diesel,70 kW (95 PS),8l/100km,126g CO2/km (WLTP,17.689
Seat,Ateca,24.224 km,07/2021,Automatik,Diesel,110 kW (150 PS),4l/100km,167g CO2/km (WLTP,33.989
Skoda,Octavia,18.365 km,06/2021,Manuell,Benzin,110 kW (150 PS),9l/100km,134g CO2/km (WLTP,30.889
Skoda,Fabia,31.771 km,06/2021,Manuell,Benzin,44 kW (60 PS),8l/100km,185g CO2/km (komb)*,14.548
Dacia,Duster,35.342 km,09/2021,Manuell,Benzin,110 kW (150 PS),0l/100km,147g CO2/km (WLTP,19.848
Volkswagen,Passat,58.194 km,04/2021,Automatik,Hybrid (Elektro / Benzin),160 kW (218 PS),8l/100km,85g CO2/km (komb)*,30.389
Renault,Captur,47.438 km,12/2021,Manuell,Hybrid (Elektro / Benzin),68 kW (92 PS),4l/100km,34g CO2/km (komb)*,22.848
Volkswagen,Crafter,95.100 km,11/2021,Manuell,Diesel,103 kW (140 PS),7l/100km,186g CO2/km (komb)*,37.849
Ford,Ranger,37.450 km,09/2021,Automatik,Diesel,156 kW (212 PS),7l/100km,186g CO2/km (komb)*,43.789
Fiat,500,11.064 km,04/2021,Manuell,Benzin,88 kW (120 PS),8l/100km,185g CO2/km (komb)*,20.289
Ford,Kuga,43.500 km,11/2021,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,32.089
Ford,SONSTIGE,68.180 km,03/2021,Manuell,Diesel,96 kW (131 PS),7l/100km,186g CO2/km (komb)*,34.389
Ford,Focus,97.365 km,01/2021,Manuell,Benzin,114 kW (155 PS),3l/100km,120g CO2/km (WLTP,19.989
Ford,Fiesta,24.723 km,12/2021,Manuell,Benzin,114 kW (155 PS),9l/100km,133g CO2/km (WLTP,21.789
Ford,SONSTIGE,73.900 km,03/2021,Manuell,Diesel,96 kW (131 PS),7l/100km,186g CO2/km (komb)*,27.189
Citroen,Jumpy,62.686 km,09/2021,Automatik,Diesel,90 kW (122 PS),7l/100km,186g CO2/km (komb)*,21.689
Skoda,Kodiaq,61.477 km,05/2021,Automatik,Benzin,140 kW (190 PS),1l/100km,184g CO2/km (WLTP,33.889
Ford,Kuga,43.189 km,07/2021,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,29.889
Cupra,Formentor,19.359 km,01/2021,Automatik,Benzin,228 kW (310 PS),8l/100km,185g CO2/km (komb)*,34.589
Volkswagen,Tiguan,76.584 km,12/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,34.189
Volkswagen,Passat Variant,100.863 km,04/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,24.489
Ford,SONSTIGE,63.500 km,09/2021,Automatik,Diesel,136 kW (185 PS),4l/100km,221g CO2/km (WLTP,41.889
Ford,Ranger,24.552 km,01/2021,Automatik,Diesel,156 kW (212 PS),7l/100km,186g CO2/km (komb)*,46.889
Volkswagen,SONSTIGE,85.309 km,10/2021,Automatik,Benzin,140 kW (190 PS),8l/100km,185g CO2/km (komb)*,31.089
Volkswagen,Polo,40.559 km,01/2021,Manuell,Benzin,70 kW (95 PS),8l/100km,185g CO2/km (komb)*,19.089
Audi,SONSTIGE,93.522 km,01/2021,Automatik,Diesel,120 kW (163 PS),7l/100km,186g CO2/km (komb)*,28.089
Volkswagen,T-Roc,58.344 km,02/2021,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,27.989
Volkswagen,SONSTIGE,77.465 km,01/2021,Manuell,Diesel,75 kW (102 PS),7l/100km,186g CO2/km (komb)*,20.489
Kia,SONSTIGE,52.076 km,04/2021,Automatik,Benzin,150 kW (204 PS),8l/100km,185g CO2/km (komb)*,25.489
Ford,Tourneo Connect,85.200 km,02/2021,Manuell,Diesel,74 kW (101 PS),6l/100km,146g CO2/km (WLTP,21.089
Land Rover,Range Rover Evoque,26.066 km,09/2021,Manuell,Hybrid (Elektro / Benzin),147 kW (200 PS),2l/100km,43g CO2/km (komb)*,38.748
Volkswagen,Polo,39.618 km,06/2021,Manuell,Benzin,70 kW (95 PS),8l/100km,185g CO2/km (komb)*,19.489
Volkswagen,Polo,32.463 km,02/2021,Manuell,Benzin,70 kW (95 PS),8l/100km,185g CO2/km (komb)*,18.489
Volkswagen,Polo,41.955 km,06/2021,Manuell,Benzin,70 kW (95 PS),8l/100km,185g CO2/km (komb)*,18.489
Volkswagen,Polo,55.408 km,08/2021,Manuell,Benzin,70 kW (95 PS),8l/100km,185g CO2/km (komb)*,17.989
Skoda,Superb,65.959 km,07/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,27.489
Volkswagen,Golf,84.768 km,11/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,24.289
Volkswagen,T-Roc,108.844 km,11/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,23.289
Volkswagen,T6 Multivan,102.582 km,06/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,42.289
Audi,SONSTIGE,67.342 km,12/2021,Automatik,Hybrid (Elektro / Benzin),195 kW (265 PS),8l/100km,85g CO2/km (komb)*,49.589
Audi,S6,101.462 km,12/2021,Automatik,Diesel,253 kW (344 PS),7l/100km,186g CO2/km (komb)*,58.789
Audi,SONSTIGE,65.984 km,12/2021,Automatik,Hybrid (Elektro / Benzin),195 kW (265 PS),8l/100km,85g CO2/km (komb)*,46.789
Skoda,Octavia,32.010 km,10/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,28.089
Ford,Tourneo Custom,44.510 km,07/2021,Automatik,Diesel,136 kW (185 PS),7l/100km,186g CO2/km (komb)*,40.789
Volkswagen,Tiguan,47.896 km,06/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,32.689
Volkswagen,T-Roc,31.813 km,10/2021,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,27.589
Volkswagen,Tiguan,83.926 km,12/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,32.689
Volkswagen,T6 Multivan,89.999 km,07/2021,Automatik,Diesel,150 kW (204 PS),7l/100km,186g CO2/km (komb)*,47.689
Audi,SONSTIGE,106.367 km,12/2021,Automatik,Hybrid (Elektro / Benzin),220 kW (299 PS),8l/100km,85g CO2/km (komb)*,39.189
Skoda,Octavia,30.167 km,11/2021,Automatik,Benzin,180 kW (245 PS),8l/100km,185g CO2/km (komb)*,35.389
Skoda,Octavia,29.192 km,11/2021,Automatik,Diesel,147 kW (200 PS),7l/100km,186g CO2/km (komb)*,35.389
Dacia,Duster,52.672 km,11/2021,Manuell,Autogas,67 kW (91 PS),,96g CO2/km (komb)*,16.948
Audi,Q8,88.267 km,11/2021,Automatik,Diesel,210 kW (286 PS),7l/100km,186g CO2/km (komb)*,66.889
Audi,SQ5,80.061 km,09/2021,Automatik,Diesel,251 kW (341 PS),7l/100km,186g CO2/km (komb)*,58.989
Skoda,Octavia,59.931 km,07/2021,Automatik,Benzin,150 kW (204 PS),8l/100km,185g CO2/km (komb)*,22.989
Ford,Puma,26.872 km,01/2021,Manuell,Benzin,92 kW (125 PS),7l/100km,130g CO2/km (WLTP,20.589
Ford,Focus,64.699 km,02/2021,Manuell,Diesel,88 kW (120 PS),6l/100km,121g CO2/km (WLTP,17.589
Volkswagen,T-Roc,37.240 km,12/2021,Automatik,Benzin,140 kW (190 PS),8l/100km,177g CO2/km (WLTP,30.789
Skoda,Octavia,17.306 km,09/2021,Automatik,Hybrid (Elektro / Benzin),150 kW (204 PS),8l/100km,85g CO2/km (komb)*,28.189
Audi,SONSTIGE,52.064 km,06/2021,Automatik,Benzin,180 kW (245 PS),8l/100km,185g CO2/km (komb)*,43.389
Cupra,Leon,23.412 km,08/2021,Automatik,Benzin,180 kW (245 PS),8l/100km,185g CO2/km (komb)*,27.689
Seat,Leon,68.440 km,12/2021,Automatik,Diesel,110 kW (150 PS),5l/100km,118g CO2/km (WLTP,23.989
Seat,Leon,77.678 km,11/2021,Automatik,Diesel,110 kW (150 PS),4l/100km,116g CO2/km (WLTP,20.689
Opel,Astra,54.350 km,09/2021,Manuell,Diesel,77 kW (105 PS),3l/100km,113g CO2/km (WLTP,15.689
Skoda,Fabia,15.385 km,12/2021,Manuell,Benzin,70 kW (95 PS),4l/100km,123g CO2/km (WLTP,17.689
Cupra,Leon,29.987 km,05/2021,Automatik,Benzin,180 kW (245 PS),8l/100km,185g CO2/km (komb)*,26.689
Skoda,Octavia,49.119 km,07/2021,Manuell,Benzin,110 kW (150 PS),6l/100km,126g CO2/km (WLTP,25.989
Seat,Leon,42.536 km,11/2021,Automatik,Diesel,110 kW (150 PS),4l/100km,116g CO2/km (WLTP,23.989
Seat,Ibiza,37.924 km,10/2021,Manuell,Benzin,81 kW (110 PS),1l/100km,116g CO2/km (WLTP,17.689
Skoda,Octavia,59.987 km,12/2021,Manuell,Diesel,110 kW (150 PS),3l/100km,113g CO2/km (WLTP,26.989
Volkswagen,Golf,49.987 km,09/2021,Automatik,Diesel,110 kW (150 PS),6l/100km,120g CO2/km (WLTP,24.689
Volkswagen,Arteon,45.869 km,01/2021,Automatik,Diesel,110 kW (150 PS),5l/100km,130g CO2/km (WLTP,31.889
Ford,Ranger,48.743 km,04/2021,Automatik,Diesel,156 kW (212 PS),7l/100km,186g CO2/km (komb)*,40.489
Skoda,Karoq,12.389 km,06/2021,Manuell,Benzin,110 kW (150 PS),5l/100km,147g CO2/km (WLTP,29.789
Ford,Transit Custom,46.589 km,01/2021,Manuell,Diesel,96 kW (131 PS),7l/100km,186g CO2/km (komb)*,26.989
Seat,Leon,77.678 km,11/2021,Automatik,Diesel,110 kW (150 PS),4l/100km,116g CO2/km (WLTP,21.989
Skoda,Octavia,28.595 km,11/2021,Automatik,Benzin,150 kW (204 PS),8l/100km,185g CO2/km (komb)*,26.689
Volkswagen,Arteon,29.987 km,07/2021,Automatik,Diesel,147 kW (200 PS),7l/100km,149g CO2/km (WLTP,38.389
Ford,Fiesta,49.459 km,05/2021,Manuell,Benzin,55 kW (75 PS),7l/100km,129g CO2/km (WLTP,13.989
Skoda,Karoq,29.987 km,10/2021,Automatik,Benzin,110 kW (150 PS),3l/100km,143g CO2/km (WLTP,27.689
Skoda,Karoq,29.987 km,10/2021,Automatik,Benzin,110 kW (150 PS),3l/100km,143g CO2/km (WLTP,29.089
Volkswagen,Tiguan,44.125 km,09/2021,Automatik,Diesel,147 kW (200 PS),6l/100km,173g CO2/km (WLTP,37.389
Volkswagen,Tiguan,44.125 km,09/2021,Automatik,Diesel,147 kW (200 PS),6l/100km,173g CO2/km (WLTP,36.089
Seat,Leon,42.536 km,11/2021,Automatik,Diesel,110 kW (150 PS),4l/100km,116g CO2/km (WLTP,22.689
Skoda,Kodiaq,62.588 km,09/2021,Automatik,Diesel,147 kW (200 PS),8l/100km,179g CO2/km (WLTP,38.089
Volkswagen,Passat,51.935 km,09/2021,Automatik,Diesel,90 kW (122 PS),7l/100km,186g CO2/km (komb)*,21.989
Ford,S-Max,66.749 km,01/2021,Automatik,Diesel,140 kW (190 PS),7l/100km,186g CO2/km (komb)*,33.289
Skoda,Octavia,29.987 km,11/2021,Automatik,Benzin,150 kW (204 PS),8l/100km,185g CO2/km (komb)*,26.289
Skoda,Octavia,59.987 km,12/2021,Manuell,Diesel,110 kW (150 PS),3l/100km,113g CO2/km (WLTP,25.689
Skoda,Karoq,33.525 km,05/2021,Manuell,Benzin,110 kW (150 PS),5l/100km,147g CO2/km (WLTP,26.689
Skoda,Kodiaq,49.987 km,10/2021,Automatik,Diesel,147 kW (200 PS),5l/100km,171g CO2/km (WLTP,41.489
Skoda,Fabia,11.387 km,12/2021,Manuell,Benzin,44 kW (60 PS),5l/100km,125g CO2/km (WLTP,16.689
Skoda,Octavia,58.490 km,12/2021,Automatik,Diesel,110 kW (150 PS),5l/100km,119g CO2/km (WLTP,28.789
Volkswagen,Golf,81.444 km,06/2021,Manuell,Diesel,85 kW (116 PS),6l/100km,120g CO2/km (WLTP,20.289
Seat,Ateca,39.987 km,01/2021,Automatik,Diesel,110 kW (150 PS),6l/100km,157g CO2/km (WLTP,31.889
Skoda,Octavia,49.119 km,07/2021,Manuell,Benzin,110 kW (150 PS),6l/100km,126g CO2/km (WLTP,24.689
Skoda,Octavia,29.377 km,09/2021,Automatik,Benzin,150 kW (204 PS),8l/100km,185g CO2/km (komb)*,26.689
Seat,Ateca,47.677 km,01/2021,Automatik,Diesel,110 kW (150 PS),6l/100km,157g CO2/km (WLTP,30.889
Skoda,Fabia,26.979 km,12/2021,Manuell,Benzin,70 kW (95 PS),3l/100km,120g CO2/km (WLTP,17.689
Skoda,Superb,15.064 km,11/2021,Automatik,Benzin,160 kW (218 PS),8l/100km,185g CO2/km (komb)*,29.789
Seat,Arona,34.319 km,01/2021,Manuell,Benzin,70 kW (95 PS),5l/100km,124g CO2/km (WLTP,16.689
Ford,Ranger,69.059 km,01/2021,Automatik,Diesel,156 kW (212 PS),7l/100km,186g CO2/km (komb)*,45.689
Ford,Fiesta,55.893 km,01/2021,Manuell,Benzin,147 kW (200 PS),8l/100km,185g CO2/km (komb)*,22.689
Renault,ZOE,63.941 km,11/2021,Automatik,Elektro,99 kW (135 PS),,0g CO2/km (WLTP,16.648
Volkswagen,ID.4,90.000 km,04/2021,Automatik,Elektro,150 kW (204 PS),,0g CO2/km (komb)*,32.989
Volkswagen,ID.3,53.500 km,12/2021,Automatik,Elektro,150 kW (204 PS),,0g CO2/km (komb)*,30.789
Audi,Q4 e-tron,34.760 km,04/2021,Automatik,Elektro,150 kW (204 PS),,0g CO2/km (komb)*,46.689
Skoda,Octavia,51.930 km,10/2021,Automatik,Benzin,180 kW (245 PS),9l/100km,157g CO2/km (WLTP,36.589
Skoda,Enyaq iV,90.348 km,07/2021,Automatik,Elektro,150 kW (204 PS),,0g CO2/km (komb)*,32.089
Volkswagen,ID.4,34.659 km,07/2021,Automatik,Elektro,125 kW (170 PS),,0g CO2/km (komb)*,25.689
Volkswagen,ID.3,28.272 km,10/2021,Automatik,Elektro,110 kW (150 PS),,0g CO2/km (komb)*,19.989
Audi,SONSTIGE,33.500 km,02/2021,Automatik,Elektro,440 kW (598 PS),,0g CO2/km (komb)*,88.689
Renault,ZOE,47.500 km,12/2021,Automatik,Elektro,99 kW (135 PS),,0g CO2/km (WLTP,17.048
Ford,Puma,25.296 km,08/2021,Manuell,Benzin,92 kW (125 PS),6l/100km,135g CO2/km (WLTP,22.389
Ford,Puma,46.879 km,01/2021,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,19.989
Ford,Puma,27.010 km,02/2021,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,23.589
Ford,Kuga,84.600 km,06/2021,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,26.489
Volkswagen,Golf,73.924 km,09/2021,Automatik,Diesel,147 kW (200 PS),7l/100km,186g CO2/km (komb)*,29.189
Volkswagen,T-Cross,72.526 km,03/2021,Automatik,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,20.489
Volkswagen,ID.3,54.937 km,11/2021,Automatik,Elektro,110 kW (150 PS),,0g CO2/km (komb)*,20.889
Audi,Q4 e-tron,51.995 km,06/2021,Automatik,Elektro,150 kW (204 PS),,0g CO2/km (komb)*,42.189
Audi,Q4 e-tron,113.111 km,12/2021,Automatik,Elektro,220 kW (299 PS),,0g CO2/km (komb)*,38.189
Skoda,Citigo,28.275 km,01/2021,Automatik,Elektro,61 kW (83 PS),,0g CO2/km (komb)*,15.489
Renault,ZOE,17.420 km,11/2021,Automatik,Elektro,99 kW (69 PS),,0g CO2/km (WLTP,19.048
Mazda,CX-30,14.500 km,06/2021,Automatik,Benzin,132 kW (180 PS),9l/100km,111g CO2/km (komb)*,27.448
Volkswagen,up!,25.232 km,09/2021,Automatik,Elektro,61 kW (83 PS),,0g CO2/km (komb)*,14.489
Opel,Mokka-e,32.325 km,04/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,19.289
Opel,Mokka-e,47.883 km,11/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,15.689
Opel,Mokka-e,18.243 km,07/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,16.689
Opel,Corsa-e,22.509 km,01/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,16.689
Opel,Corsa-e,19.987 km,05/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,17.789
Opel,Corsa-e,25.799 km,09/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.089
Opel,Corsa-e,17.819 km,05/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.089
Opel,Corsa-e,15.492 km,08/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.689
Opel,Corsa-e,12.177 km,05/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.689
Opel,Mokka-e,12.884 km,06/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.689
Opel,Corsa-e,9.393 km,11/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,19.289
Opel,Corsa-e,24.277 km,04/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,17.689
Opel,Corsa-e,23.489 km,05/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,17.689
Opel,Corsa-e,22.413 km,06/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,17.689
Opel,Corsa-e,23.583 km,07/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,17.689
Opel,Mokka-e,1.397 km,10/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.689
Opel,Corsa-e,12.731 km,09/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.689
Opel,Corsa-e,15.573 km,09/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.689
Opel,Corsa-e,17.529 km,04/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,17.689
Opel,Corsa-e,26.364 km,08/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,17.689
Opel,Corsa-e,18.180 km,04/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.289
Opel,Corsa-e,17.010 km,10/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.289
Opel,Corsa-e,13.775 km,06/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.289
Opel,Corsa-e,29.018 km,09/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,17.689
Opel,Mokka-e,27.973 km,05/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,17.689
Opel,Corsa-e,15.162 km,05/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.689
Opel,Corsa-e,6.613 km,03/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,19.689
Opel,Mokka-e,29.987 km,04/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,20.289
Opel,Mokka-e,21.123 km,06/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,20.689
Opel,Mokka-e,22.325 km,05/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,20.689
Opel,Mokka-e,34.526 km,07/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,17.689
Volkswagen,ID.3,2.662 km,11/2021,Automatik,Elektro,110 kW (150 PS),,0g CO2/km (komb)*,23.689
Opel,Mokka-e,14.249 km,04/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,17.289
Opel,Corsa-e,19.040 km,06/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.689
Opel,Corsa-e,5.984 km,04/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.689
Opel,Corsa-e,24.943 km,04/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,16.689
Opel,Corsa-e,24.295 km,04/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,17.689
Opel,Corsa-e,29.987 km,03/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,17.689
Opel,Corsa-e,24.870 km,04/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,17.689
Opel,Corsa-e,18.221 km,10/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.489
Opel,Mokka-e,25.369 km,06/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,17.689
Opel,Corsa-e,21.672 km,11/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,17.689
Opel,Corsa-e,19.763 km,05/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.689
Opel,Corsa-e,8.211 km,05/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,19.289
Opel,Corsa-e,22.241 km,09/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,17.689
Opel,Corsa-e,22.689 km,10/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,17.689
Opel,Corsa-e,23.932 km,05/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.289
Opel,Corsa-e,17.198 km,05/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.289
Opel,Mokka-e,21.608 km,06/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,20.689
Opel,Mokka-e,38.184 km,09/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,19.689
Opel,Mokka-e,22.754 km,10/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,19.689
Opel,Mokka-e,21.581 km,06/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,19.689
Opel,Corsa-e,17.100 km,09/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,17.689
Opel,Corsa-e,28.520 km,09/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,15.489
Opel,Mokka-e,9.987 km,09/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,17.489
Opel,Corsa-e,7.289 km,05/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,16.689
Opel,Corsa-e,32.670 km,04/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,16.289
Opel,Corsa-e,26.576 km,02/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,16.289
Opel,Corsa-e,16.677 km,05/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,18.289
Opel,Corsa-e,27.592 km,05/2021,Automatik,Elektro,100 kW (136 PS),,0g CO2/km (komb)*,17.689
